scene_id,beat_id,row_type,speaker,text,voice_target,expression,body_action,bg,bgm,sfx,choice_group,choice_text,choice_target,condition,effects,memory_refs,qa_notes
S001,S001_delivery_0001,command,,label:S001_冰箱先生今天也不收情书,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md
S001,S001_delivery_0002,narration,,粉色便签卡在社团冰箱的门缝里。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0140,narration,,她慢慢把手松开。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0141,dialogue,CHR_xia_li,顾会计。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0142,dialogue,CHR_xia_li,你偷偷进修过温柔管理学吗？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0143,dialogue,CHR_gu_huai,没有这个科目。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0144,dialogue,CHR_xia_li,那你是自学成才。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0145,narration,,我拿起标签纸，在粉色便签下方补了一行小字。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0146,narration,,冷藏凭证，下午第一节课后回收。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0147,dialogue,CHR_xia_li,回收的时候……需要本人到场吗？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0148,dialogue,CHR_gu_huai,需要。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0149,dialogue,CHR_xia_li,代理人可以吗？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0150,dialogue,CHR_gu_huai,本人和代理人一致时，可以。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0151,narration,,她把草莓牛奶贴到脸旁边，挡住一半表情。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0152,dialogue,CHR_xia_li,小平安，你听见了吗。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0153,dialogue,CHR_xia_li,顾会计批准我们下午再来一次。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0154,dialogue,CHR_gu_huai,批准冷藏回收。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0155,dialogue,CHR_xia_li,嗯嗯，冷藏回收。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0156,dialogue,CHR_xia_li,我懂，流程用语。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0157,command,,label:S001_REJOIN,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; merge_rejoin
S001,S001_delivery_0158,narration,,我把小印章拿出来，在标签纸角落盖了一下。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0159,narration,,红色的“暂存”落在粉色便签旁边。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0160,narration,,夏梨盯着那个章，忽然很小声地笑了一下。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0161,dialogue,CHR_xia_li,冰箱先生今天工作辛苦了。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0162,dialogue,CHR_gu_huai,嗯。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0163,dialogue,CHR_xia_li,顾会计也是。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0164,narration,,她拿起写着自己名字的那盒草莓牛奶，又把无名那盒推给我。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0165,dialogue,CHR_xia_li,小平安先押在你这里。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0166,dialogue,CHR_gu_huai,为什么。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0167,dialogue,CHR_xia_li,下午第一节课后，我来赎它。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0168,dialogue,CHR_xia_li,顺便……回收凭证。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0169,narration,,她说“顺便”的时候，吸管被她咬扁了一点。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0170,thought,CHR_gu_huai,这个顺便，登记起来会超栏。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0171,thought,CHR_gu_huai,算了。手写。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=private_inference_or_relaxation
S001,S001_delivery_0172,command,,end,,,,,,,,,,,lunch_break_temporarily_saved,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md
S001,S001_delivery_0173,command,,label:S001_B,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md
S001,S001_delivery_0174,dialogue,CHR_gu_huai,这张是给我的吗。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0175,narration,,夏梨的手指僵住。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0176,narration,,草莓牛奶的吸管在她嘴边停了两秒。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0177,dialogue,CHR_xia_li,顾会计。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0178,dialogue,CHR_xia_li,你们财务审计都这么直接的吗？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0179,dialogue,CHR_gu_huai,证物上写了我的名字。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0180,dialogue,CHR_xia_li,也可能是同名同姓的冷藏代号。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0181,dialogue,CHR_gu_huai,活动室里没有第二个顾淮。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0182,dialogue,CHR_xia_li,冰箱先生内心也许叫顾淮。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0183,dialogue,CHR_gu_huai,不要给冰箱起我的名字。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0184,narration,,她终于没忍住，笑了一下。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0185,narration,,笑完又马上低头，把便签往自己这边拖。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0186,dialogue,CHR_xia_li,那我收回草稿。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0187,dialogue,CHR_gu_huai,已经提交。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0188,dialogue,CHR_xia_li,还没盖章。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0189,dialogue,CHR_gu_huai,可以补。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0190,dialogue,CHR_xia_li,不许补！,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0191,dialogue,CHR_xia_li,你一盖章，它就变正式文件了。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0192,dialogue,CHR_gu_huai,那先暂存。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0193,dialogue,CHR_xia_li,暂存多久？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0194,dialogue,CHR_gu_huai,到下午第一节课后。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0195,dialogue,CHR_xia_li,这么短？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0196,dialogue,CHR_gu_huai,牛奶需要冷藏。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0197,dialogue,CHR_xia_li,便签也需要？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0198,dialogue,CHR_gu_huai,需要降温。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0199,narration,,夏梨抬头看我。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0200,narration,,这次她没有立刻把冰箱先生搬出来。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0201,dialogue,CHR_xia_li,那……你帮它降一下。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0202,dialogue,CHR_xia_li,别冻坏。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0203,narration,,我把便签重新折好，夹进账本最后一页。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0204,dialogue,CHR_gu_huai,保管完整。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0205,dialogue,CHR_xia_li,保管人评价？,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0206,dialogue,CHR_gu_huai,暂不公开。,,,,,,,,,,,,CHR_gu_huai,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0207,narration,,她咬住吸管，眼睛弯起来。,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=screen_state
S001,S001_delivery_0208,dialogue,CHR_xia_li,顾会计，你真的很会用流程耍赖。,,,,,,,,,,,,CHR_xia_li,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md; click_function=reply_pressure
S001,S001_delivery_0209,command,,jumpLabel:S001_REJOIN,,,,,,,,,,,,,source=社团冰箱禁止恋爱_第一人称引出版_20260624.md
