scene_id,beat_id,row_type,speaker,text,voice_target,expression,body_action,bg,bgm,sfx,choice_group,choice_text,choice_target,condition,effects,memory_refs,qa_notes
S002,S002_024,dialogue,CHR_linyan,何姨如果写，应该会写“自费”。所以，江迟同学，便利店豆浆事业今天也需要我吗？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=asks_connection
S002,S002_025,dialogue,CHR_jiangchi,需要。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=direct_acceptance
S002,S002_026,dialogue,CHR_linyan,你答得太快了！,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=embarrassed_reaction
S002,S002_027,dialogue,CHR_jiangchi,午休只有十九分钟。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=practical_cover
S002,S002_028,narration,,她捧起豆浆，先吹了吹。热气挡住她半张脸。,,,画面/物件状态变化,,,,,,,,,,click_function=breath_after_comedy
S002,S002_029,dialogue,CHR_linyan,我今天早上带了新伞。自动开合，防晒，黑得像要去参加物理竞赛。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=new_object
S002,S002_030,dialogue,CHR_linyan,以前我讨厌它。一按按钮就啪地开，特别积极，急着证明旧东西该退休。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=value_conflict
S002,S002_031,dialogue,CHR_linyan,可我撑它走到校门口，发现它也挺努力。我爸也挺努力。他不会修伞，只会买新的。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=recognition
S002,S002_032,dialogue,CHR_linyan,我不能因为他不会透明胶，就判他不合格，对吧？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=asks_without_theme_summary
S002,S002_033,thought,,她问的是我，眼睛却压在蓝伞胶带上。答案大概不能从我这里领走。,,,内心独白,,,,,,,,,,thought_job=private_inference+care;click_function=POV_receives
S002,S002_034,dialogue,CHR_jiangchi,那这把呢。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=practical_next_action
S002,S002_035,dialogue,CHR_linyan,先放你这。别写丢，写寄存。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=turn_to_deposit
S002,S002_036,dialogue,CHR_linyan,我今天拿新伞回去。说不好的话，明天再来取旧伞壮胆。说得好的话，也来取，因为它是我的。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=branchless_future_callback
S002,S002_037,dialogue,CHR_jiangchi,本店没有寄存服务。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=rule_resistance
S002,S002_038,dialogue,CHR_linyan,昨天也没有收雨服务。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=beats_rule
S002,S002_039,dialogue,CHR_jiangchi,那登记。寄存人，林檐。物品，蓝伞。期限，她想拿走的时候。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=new_business_created
S002,S002_040,dialogue,CHR_jiangchi,备注，欠骂若干，豆浆不固定供应。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=relationship_joke
S002,S002_041,dialogue,CHR_linyan,最后一句划掉！,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=lively_rebuttal
S002,S002_042,dialogue,CHR_jiangchi,不划。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=playful_firmness
S002,S002_043,dialogue,CHR_linyan,那我明天来检查。后天也可能来。你这个嗯听起来很得意，先登记欠骂一句。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=callback_promise
S002,S002_044,narration,,她跑回街对面。蓝伞留在柜台边，透明胶在灯下亮了一小圈。,,,画面/物件状态变化,,,,,,,,,,click_function=exit_image
S002,S002_045,narration,,我翻开失物本，在“失物”旁边空出一栏。,,,画面/物件状态变化,,,,,,,,,,click_function=system_change
S002,S002_046,narration,,新栏写：寄存。,,,画面/物件状态变化,,,,,,,,,,click_function=theme_played_object
S002,S002_047,command,,@fadeout,,,,,,,,,,,,,scene_end
S003,S003_000,command,,label:S003_晚自习前的寄存格,,,,便利店_傍晚_雨后,傍晚空调,自动门叮咚,,,,,,,scene_entry
S003,S003_001,narration,,傍晚六点二十，复读学校的学生成排走过玻璃门外。我把蓝伞从柜台边挪到失物箱上方，寄存栏还空得像刚开业。,,,画面/物件状态变化,,,,,,,,,,click_function=new_scene_state
S003,S003_002,dialogue,CHR_heyi,江迟，你在本子上写的寄存是什么意思？便利店没开车站行李房业务。,CHR_heyi,,立绘随台词表情变化,,,,,,,,,,click_function=authority_pressure
S003,S003_003,dialogue,CHR_heyi,还有，谁欠你骂？欠骂也要写？你别装哑巴，你一安静我就知道你又拿规章当橡皮筋用。,CHR_heyi,,立绘随台词表情变化,,,,,,,,,,click_function=heyi_voice
S003,S003_004,dialogue,CHR_jiangchi,何姨，橡皮筋是消耗品。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=dry_reply
S003,S003_005,dialogue,CHR_heyi,少贫。晚班结束前，把新栏目解释写给我。,CHR_heyi,,立绘随台词表情变化,,,,,,,,,,click_function=task_set
S003,S003_006,narration,,电话挂断。收银机屏幕暗下去，像也不想承担新业务责任。,,,画面/物件状态变化,,,,,,,,,,click_function=screen_state
S003,S003_007,thought,,何姨要解释。失物本旁边还空着一栏，我得给那一栏找个不挨骂的名字。,,,内心独白,,,,,,,,,,thought_job=practical_worry+theme_pressure
S003,S003_008,dialogue,CHR_linyan,先声明，我赶在晚自习前来办正事。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=entry
S003,S003_009,dialogue,CHR_linyan,这是一项非常严肃的伞类外交。对象包括我爸的新伞、我妈的旧伞、你的黑伞，以及你们店疑似非法开设的寄存柜。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=same_speaker_run_setup
S003,S003_010,dialogue,CHR_linyan,你的黑伞表现稳定，昨晚护送有功，午休后又陪我去了趟办公室。它有点像班里那个不说话但作业全对的同学。讨厌，很可靠。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=object_report+affection
S003,S003_011,dialogue,CHR_jiangchi,你夸伞比夸人熟练。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=tease
S003,S003_012,dialogue,CHR_linyan,人容易得意，伞不会。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=voice
S003,S003_013,dialogue,CHR_jiangchi,晚自习几点。从这里走回去八分钟。你还有十四分钟，其中买豆浆一分钟，骂人视语速而定。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=care_as_schedule
S003,S003_014,dialogue,CHR_linyan,你现在连我的骂人效率都纳入排班了？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=relationship_tease
S003,S003_015,dialogue,CHR_jiangchi,寄存新业务需要数据。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=mask
S003,S003_016,dialogue,CHR_linyan,铁算盘一号，听见没有，你们店员开始创业了。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=machine_callback
S003,S003_017,command,,@sfx 收银机滴,,,,,,收银机滴,,,,,,,callback
S003,S003_018,dialogue,CHR_linyan,它同意了。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=object_witness
S003,S003_019,dialogue,CHR_jiangchi,扫码枪误触。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=dry_denial
S003,S003_020,dialogue,CHR_linyan,你们一家三口都很嘴硬。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=relationship_family_joke
S003,S003_021,narration,,她把新伞立在柜台边。伞柄光滑，连一道多余划痕都没有。,,,画面/物件状态变化,,,,,,,,,,click_function=object_contrast
S003,S003_022,dialogue,CHR_linyan,我跟我爸说了。说旧伞找回来了，说我昨晚在便利店查监控，说有个夜班店员讲话像商品说明书，但没有赶我走。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=family_report
S003,S003_023,dialogue,CHR_linyan,他第一句问店员多大，第二句问店长知道吗，第三句说下次别给人添麻烦。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=father_voice
S003,S003_024,dialogue,CHR_linyan,我差点炸。然后他把新伞递给我，说旧的找回来就好，新的也不用我喜欢。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=reversal
S003,S003_025,dialogue,CHR_linyan,他说他不会修伞。说这句的时候，一直捏着伞套。那把黑科技新伞差点被他捏成咸菜。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=recognition_detail
S003,S003_026,dialogue,CHR_linyan,我准备好的帅气台词全用不上了。他一说不会，我就没法赢。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=soft_defeat
S003,S003_027,thought,,她把新伞立得很正。那场准备好的架，被她压在书包最里面。,,,内心独白,,,,,,,,,,thought_job=private_inference;click_function=emotion_read
S003,S003_028,dialogue,CHR_jiangchi,那旧伞呢。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=returns_to_object
S003,S003_029,dialogue,CHR_linyan,继续放你这。我今天拿新伞回去。旧伞一起带走的话，会像打赢一场架。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=chooses_state
S003,S003_030,dialogue,CHR_linyan,可我今天没打架。我只是发现我爸不会透明胶。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=theme_as_personal_line
S003,S003_031,dialogue,CHR_jiangchi,寄存期。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=procedure_prompt
S003,S003_032,dialogue,CHR_linyan,到我敢拿回去为止。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=state_duration
S003,S003_033,dialogue,CHR_jiangchi,可以。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=accepts_new_rule
S003,S003_034,narration,,我在失物本新栏下面写字，笔尖停在“寄存期限”后面。,,,画面/物件状态变化,,,,,,,,,,click_function=work_action
S003,S003_035,dialogue,CHR_jiangchi,寄存期限：她敢拿回去为止。寄存状态：雨后。保管要求：别让铁算盘一号发表意见。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=procedure_poetry_owned
S003,S003_036,dialogue,CHR_jiangchi,备注：豆浆不固定供应，骂人额度可延期。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=running_joke
S003,S003_037,dialogue,CHR_linyan,最后一句又乱写！你这个业务迟早被何姨取缔！,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=lively_pressure
S003,S003_038,dialogue,CHR_jiangchi,已经在解释。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=callback_to_heyi
S003,S003_039,narration,,我把给何姨的解释纸拿出来。上面只写了一行：暂时放不回去的东西，先不要丢。,,,画面/物件状态变化,,,,,,,,,,click_function=theme_object_line
S003,S003_040,narration,,林檐看了那行字，两秒没有说话。,,,画面/物件状态变化,,,,,,,,,,click_function=breath
S003,S003_041,dialogue,CHR_linyan,这句能给我吗？我想夹到错题本里。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=request
S003,S003_042,dialogue,CHR_linyan,以后我又想把话说绝的时候，先看一眼。提醒一下，雨伞和人都能晚点拿回去。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=theme_played_as_object_use
S003,S003_043,dialogue,CHR_jiangchi,何姨要看。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=rule
S003,S003_044,dialogue,CHR_linyan,那你再写一张。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=practical_solution
S003,S003_045,dialogue,CHR_jiangchi,纸要钱。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=dry_block
S003,S003_046,dialogue,CHR_linyan,我买豆浆。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=bargain
S003,S003_047,dialogue,CHR_jiangchi,第二件半价。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=callback
S003,S003_048,dialogue,CHR_linyan,江迟，你真的很会把感人场面拐进收银台。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=names_habit
S003,S003_049,dialogue,CHR_jiangchi,这样比较安全。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=slip
S003,S003_050,thought,,安全。收银台挡在我前面，扫码、找零、登记，哪一句都像有地方可放。,,,内心独白,,,,,,,,,,thought_job=self_recognition;click_function=POV_crack
S003,S003_051,thought,,每句话都有用途，就少有人问我为什么还没走出去。,,,内心独白,,,,,,,,,,thought_job=private_cost;click_function=sets_up_question
S003,S003_052,dialogue,CHR_linyan,你以前为什么离开对面学校？,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=asks_unsafe
S003,S003_053,dialogue,CHR_jiangchi,社团退了。成绩掉了。家里说先工作一阵也行。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=short_history
S003,S003_054,dialogue,CHR_jiangchi,我说好。后来发现“好”很方便。别人给台阶，你说好；别人不问了，你也说好；排班表贴出来，你还是说好。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=voice_run_confession
S003,S003_055,dialogue,CHR_jiangchi,说多了，自己懒得查到底哪里不好。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=confession_end
S003,S003_056,narration,,林檐把豆浆推到我这边，又推回来，像在试杯子还烫不烫。,,,画面/物件状态变化,,,,,,,,,,click_function=body_response
S003,S003_057,dialogue,CHR_linyan,那你也寄存一下。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=turns_method_back
S003,S003_058,dialogue,CHR_jiangchi,什么。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=prompt
S003,S003_059,dialogue,CHR_linyan,你那些说好。暂时放不回去的东西，先不要丢。你自己写的，别装没看见。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=relation_pressure
S003,S003_060,dialogue,CHR_linyan,可以寄存在本子里，也可以寄存在铁算盘一号那里。它嘴严，最多滴一声。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=cute_pressure_with_cost
S003,S003_061,command,,@sfx 收银机滴,,,,,,收银机滴,,,,,,,callback
S003,S003_062,dialogue,CHR_linyan,你看，它答应了。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=object_witness
S003,S003_063,dialogue,CHR_jiangchi,扫码枪误触。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=mask
S003,S003_064,dialogue,CHR_linyan,今天它是证人。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=relationship_lock
S003,S003_065,narration,,晚自习铃从街对面响起来。林檐拿起新伞，蓝伞留在柜台上。,,,画面/物件状态变化,,,,,,,,,,click_function=time_exit
S003,S003_066,dialogue,CHR_linyan,我走了。明天不一定来，后天也不一定。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=soft_future
S003,S003_067,dialogue,CHR_linyan,但这把伞在这里，我就不会忘得太干净。你也别忘得太干净。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=theme_callback
S003,S003_068,dialogue,CHR_jiangchi,忘什么。,CHR_jiangchi,,立绘随台词表情变化,,,,,,,,,,click_function=invites_final
S003,S003_069,dialogue,CHR_linyan,忘了自己还有东西没拿回去。,CHR_linyan,,立绘随台词表情变化,,,,,,,,,,click_function=final_pressure
S003,S003_070,command,,@sfx 自动门叮咚,,,,,,自动门叮咚,,,,,,,exit
S003,S003_071,narration,,她跑进傍晚的人流。新伞没有撑开，被她夹在胳膊下面，像一项暂时讲和的证据。,,,画面/物件状态变化,,,,,,,,,,click_function=exit_image
S003,S003_072,narration,,我低头看失物本。寄存栏下，林檐的蓝伞占了一行。,,,画面/物件状态变化,,,,,,,,,,click_function=screen_state
S003,S003_073,narration,,我在下一行写：江迟。,,,画面/物件状态变化,,,,,,,,,,click_function=POV_state_change
S003,S003_074,narration,,物品：说好的事。期限：想拿回去的时候。,,,画面/物件状态变化,,,,,,,,,,click_function=ending_state
S003,S003_075,command,,@sfx 收银机滴,,,,,,收银机滴,,,,,,,final_callback
S003,S003_076,narration,,这次没有商品经过。,,,画面/物件状态变化,,,,,,,,,,click_function=ending_image
S003,S003_077,command,,@ending true_after_rain_end,,,,,,,,,,,,,ending
S003,S003_078,command,,@fadeout,,,,,,,,,,,,,fadeout
